dataset,node,direction,entropy
epinions,5547,in,0.8812908992306927
epinions,5548,out,0.0
epinions,5548,in,0.0
epinions,5549,out,0.0
epinions,5549,in,0.3533593350214213
epinions,5550,out,0.9932338197397066
epinions,5550,in,0.426228656998145
epinions,5551,out,0.0
epinions,5551,in,0.34037328575964604
epinions,5552,out,0.9990102708804813
epinions,5552,in,0.3467314682496638
epinions,5553,out,0.17925606692832127
epinions,5553,in,0.3227569588973983
epinions,5554,out,0.0
epinions,5554,in,0.0
epinions,5555,out,0.0
epinions,5555,in,0.6402569436810504
epinions,5556,out,0.0
epinions,5556,in,0.09227724774457367
epinions,5558,out,0.5916727785823275
epinions,5558,in,0.0
epinions,5559,out,0.5435644431995964
epinions,5559,in,0.0
epinions,5560,out,0.0
epinions,5560,in,0.27297085791406983
epinions,5561,out,0.1570538378464602
epinions,5561,in,0.22564820756573808
epinions,5562,out,0.4689955935892811
epinions,5562,in,0.8069896049203008
epinions,5563,out,0.5435644431995964
epinions,5563,in,0.9182958340544896
epinions,5564,out,0.42440514472480373
epinions,5564,in,0.17203694935311387
epinions,5565,out,0.0
epinions,5565,in,0.0
epinions,5566,out,0.7924724975678816
epinions,5566,in,0.48122566384173704
epinions,5568,out,0.0
epinions,5568,in,0.863120568566631
epinions,5569,out,0.0
epinions,5569,in,0.9182958340544896
epinions,5570,out,0.0
epinions,5570,in,0.7219280948873623
epinions,5571,out,0.07360348308562387
epinions,5571,in,0.8296071030882031
epinions,5572,out,0.0
epinions,5572,in,0.0
epinions,5574,out,0.0
epinions,5574,in,0.0
epinions,5577,out,0.0
epinions,5577,in,0.6500224216483541
epinions,5578,out,0.0
epinions,5578,in,0.5435644431995964
epinions,5579,out,0.9182958340544896
epinions,5579,in,0.9852281360342515
epinions,5581,out,0.0
epinions,5581,in,0.4394969869215134
epinions,5583,out,0.0
epinions,5583,in,0.0
epinions,5584,out,0.0
epinions,5584,in,0.0
epinions,5587,out,0.0
epinions,5587,in,0.0
epinions,5588,out,0.24229218908241493
epinions,5588,in,0.41381685030363385
epinions,5589,out,0.3533593350214213
epinions,5589,in,0.2890794597316466
epinions,5590,out,0.7817281222714539
epinions,5590,in,0.15935006268563462
epinions,5591,out,0.6088541907951364
epinions,5591,in,0.7281342378690551
epinions,5592,out,0.9910760598382222
epinions,5592,in,0.1556205214692915
epinions,5595,out,0.0
epinions,5595,in,0.0
epinions,5596,out,0.0
epinions,5596,in,0.4689955935892811
epinions,5598,out,0.0
epinions,5598,in,0.0
epinions,5599,out,0.0
epinions,5599,in,0.0
epinions,5600,out,0.0
epinions,5600,in,0.2222848306856879
epinions,5602,out,0.0
epinions,5602,in,0.0
epinions,5603,out,0.8812908992306927
epinions,5603,in,0.9709505944546686
epinions,5605,out,0.0
epinions,5605,in,0.0
epinions,5606,out,0.3227569588973983
epinions,5606,in,0.4394969869215134
epinions,5608,out,0.0
epinions,5608,in,0.0
epinions,5610,out,0.74959525725948
epinions,5610,in,0.0
epinions,5611,out,0.8160172973428257
epinions,5611,in,0.17925606692832127
epinions,5612,out,0.5916727785823275
epinions,5612,in,0.34312290713202054
epinions,5613,out,0.8181559928454063
epinions,5613,in,0.6014353864290773
epinions,5617,out,0.0
epinions,5617,in,0.09140162014739285
epinions,5621,out,0.0
epinions,5621,in,0.7219280948873623
epinions,5624,out,0.6500224216483541
epinions,5624,in,0.4394969869215134
epinions,5626,out,0.6500224216483541
epinions,5626,in,0.5916727785823275
epinions,5627,out,0.0
epinions,5627,in,0.0
epinions,5628,out,0.0
epinions,5628,in,0.7219280948873623
epinions,5629,out,0.0
epinions,5629,in,0.0
epinions,5633,out,0.0
epinions,5633,in,0.0
epinions,5634,out,0.0
epinions,5634,in,0.0
epinions,5638,out,0.0
epinions,5638,in,0.0
epinions,5639,out,0.4743454375622397
epinions,5639,in,0.3948148460304941
epinions,5640,out,0.0
epinions,5640,in,0.0
epinions,5641,out,0.6794425401715924
epinions,5641,in,0.8112781244591328
epinions,5642,out,0.0
epinions,5642,in,0.0
epinions,5648,out,0.8112781244591328
epinions,5648,in,0.0
epinions,5650,out,0.17800689613931453
epinions,5650,in,0.239079499937966
epinions,5651,out,0.0
epinions,5651,in,0.0
epinions,5652,out,0.0
epinions,5652,in,0.0
epinions,5654,out,0.05652459308466902
epinions,5654,in,0.10802319526362808
epinions,5656,out,0.0
epinions,5656,in,0.3984592740952357
epinions,5657,out,0.0
epinions,5657,in,0.0
epinions,5658,out,0.869137580612638
epinions,5658,in,0.22961838232682946
epinions,5660,out,0.8112781244591328
epinions,5660,in,0.9182958340544896
epinions,5663,out,0.0
epinions,5663,in,0.0
epinions,5664,out,0.5032583347756459
epinions,5664,in,1.0
epinions,5665,out,0.0
epinions,5665,in,0.0
epinions,5666,out,0.6962122601251458
epinions,5666,in,0.9709505944546686
epinions,5667,out,0.0
epinions,5667,in,0.9852281360342515
epinions,5668,out,0.9677884628267678
epinions,5668,in,0.9709505944546686
epinions,5669,out,0.594586791992944
epinions,5669,in,0.9029896589847262
epinions,5673,out,0.7721551435804814
epinions,5673,in,0.2974722489192898
epinions,5674,out,0.5691903437356831
epinions,5674,in,0.2580186686648154
epinions,5675,out,0.3095434291503253
epinions,5675,in,0.4689955935892811
epinions,5676,out,0.8112781244591328
epinions,5676,in,0.0
epinions,5677,out,0.8453509366224364
epinions,5677,in,0.19590927087360482
epinions,5678,out,0.0
epinions,5678,in,0.0
epinions,5679,out,0.0
epinions,5679,in,0.0
epinions,5680,out,0.0
epinions,5680,in,0.0
epinions,5681,out,0.07701687574298335
epinions,5681,in,0.15510327210303443
epinions,5684,out,0.5032583347756459
epinions,5684,in,0.1871762568732082
epinions,5686,out,0.0
epinions,5686,in,0.5435644431995964
epinions,5687,out,0.6987003526563343
epinions,5687,in,0.8112781244591328
epinions,5694,out,0.0
epinions,5694,in,0.9182958340544896
epinions,5697,out,0.14372616993938186
epinions,5697,in,0.426228656998145
epinions,5698,out,0.0
epinions,5698,in,0.779349837292085
epinions,5699,out,0.0
epinions,5699,in,0.8112781244591328
epinions,5700,out,0.0
epinions,5700,in,0.0
epinions,5701,out,0.0
epinions,5701,in,0.0
epinions,5703,out,0.9709505944546686
epinions,5703,in,0.5135877363803758
epinions,5706,out,0.9456603046006401
epinions,5706,in,0.0
epinions,5707,out,0.7219280948873623
epinions,5707,in,0.0
epinions,5708,out,0.0
epinions,5708,in,0.0
epinions,5709,out,0.0
epinions,5709,in,0.0
epinions,5710,out,0.0
epinions,5710,in,0.0
epinions,5714,out,0.9948131754904235
epinions,5714,in,0.3809465857053901
epinions,5715,out,0.0
epinions,5715,in,0.0
epinions,5716,out,0.0
epinions,5716,in,0.0
epinions,5717,out,0.9733854352299556
epinions,5717,in,0.3533593350214213
epinions,5719,out,0.9182958340544896
epinions,5719,in,0.0
epinions,5720,out,0.0
epinions,5720,in,0.8960382325345574
epinions,5721,out,1.0
epinions,5721,in,0.7642045065086203
epinions,5725,out,0.0
epinions,5725,in,0.0
epinions,5726,out,0.18312206830137284
epinions,5726,in,0.30458668852140236
epinions,5727,out,0.2222848306856879
epinions,5727,in,0.5969995167604552
epinions,5728,out,0.5916727785823275
epinions,5728,in,0.5111069421844561
epinions,5730,out,0.0
epinions,5730,in,0.5535072654547253
epinions,5731,out,0.6098403047164005
epinions,5731,in,0.29892393694554475
epinions,5732,out,0.3533593350214213
epinions,5732,in,0.16542703399626688
epinions,5733,out,0.0
epinions,5733,in,0.17831739259527885
epinions,5734,out,0.0
epinions,5734,in,0.302173618478795
epinions,5735,out,0.0
epinions,5735,in,0.0
epinions,5736,out,0.0
epinions,5736,in,0.0
epinions,5738,out,0.46121604051390946
epinions,5738,in,0.26451736836297474
epinions,5739,out,0.0
epinions,5739,in,0.13383047904615925
epinions,5740,out,0.0
epinions,5740,in,0.1697700075351551
epinions,5741,out,0.0
epinions,5741,in,0.0
epinions,5743,out,0.0
epinions,5743,in,0.08283655281361205
epinions,5744,out,0.954434002924965
epinions,5744,in,0.3491843735073078
epinions,5745,out,0.8208002549877175
epinions,5745,in,0.12565805017256756
epinions,5746,out,0.0
epinions,5746,in,0.0
epinions,5747,out,0.0
epinions,5747,in,0.0
epinions,5748,out,0.0
epinions,5748,in,0.0
epinions,5749,out,0.20062232431271465
epinions,5749,in,0.9182958340544896
epinions,5750,out,0.0
epinions,5750,in,0.0
epinions,5751,out,0.0
epinions,5751,in,0.779349837292085
epinions,5752,out,0.0
epinions,5752,in,0.0
epinions,5753,out,0.0
epinions,5753,in,0.0
epinions,5754,out,0.5975977764379983
epinions,5754,in,0.15109697051711363
epinions,5755,out,0.3533593350214213
epinions,5755,in,0.4394969869215134
epinions,5756,out,0.4318049942752079
epinions,5756,in,0.36505518964028494
epinions,5757,out,0.0
epinions,5757,in,0.0
epinions,5758,out,0.9999741348979407
epinions,5758,in,0.4959690720618338
epinions,5759,out,0.3533593350214213
epinions,5759,in,0.7219280948873623
epinions,5760,out,0.5787946246321198
epinions,5760,in,0.672294817075638
epinions,5761,out,0.8849636363831528
epinions,5761,in,0.7219280948873623
epinions,5765,out,0.0
epinions,5765,in,0.2667649878030259
epinions,5766,out,0.5349436990971066
epinions,5766,in,0.33882389555016856
epinions,5767,out,0.0
epinions,5767,in,0.9940302114769565
epinions,5768,out,0.5435644431995964
epinions,5768,in,0.2285381439535282
epinions,5769,out,0.15649106290570142
epinions,5769,in,0.11989294671951668
epinions,5770,out,0.10559103637519504
epinions,5770,in,0.17677669701805496
epinions,5771,out,0.9997226475394072
epinions,5771,in,0.09227724774457367
epinions,5773,out,0.14032727099059333
epinions,5773,in,0.4600136738403884
epinions,5774,out,0.0
epinions,5774,in,0.0
epinions,5775,out,0.0
epinions,5775,in,0.9182958340544896
epinions,5777,out,0.8011351790359241
epinions,5777,in,0.4854607607459134
epinions,5779,out,0.0
epinions,5779,in,0.0
epinions,5783,out,0.0
epinions,5783,in,0.0
epinions,5787,out,0.0
epinions,5787,in,0.0
epinions,5788,out,1.0
epinions,5788,in,0.8112781244591328
epinions,5789,out,0.0
epinions,5789,in,0.0
epinions,5791,out,0.0
epinions,5791,in,1.0
epinions,5796,out,0.0
epinions,5796,in,0.5435644431995964
epinions,5798,out,0.41381685030363385
epinions,5798,in,0.0
epinions,5799,out,0.0
epinions,5799,in,0.3372900666170139
epinions,5804,out,0.0
epinions,5804,in,0.0
epinions,5805,out,0.0
epinions,5805,in,0.0
epinions,5806,out,0.0
epinions,5806,in,0.0
epinions,5807,out,0.0
epinions,5807,in,0.0
epinions,5808,out,0.3533593350214213
epinions,5808,in,0.3533593350214213
epinions,5813,out,0.0
epinions,5813,in,0.5435644431995964
epinions,5815,out,0.36205125173399805
epinions,5815,in,0.6840384356390417
epinions,5816,out,0.0
epinions,5816,in,0.0
epinions,5817,out,0.0
epinions,5817,in,0.2580186686648154
epinions,5818,out,0.0
epinions,5818,in,0.0
epinions,5819,out,0.0
epinions,5819,in,0.7024665512903903
epinions,5822,out,0.0
epinions,5822,in,0.0
epinions,5824,out,0.0
epinions,5824,in,0.0
epinions,5826,out,0.5032583347756459
epinions,5826,in,0.0
epinions,5828,out,0.0
epinions,5828,in,0.6500224216483541
epinions,5830,out,0.0
epinions,5830,in,0.0
epinions,5833,out,0.0
epinions,5833,in,0.17378132267943303
epinions,5834,out,0.0
epinions,5834,in,0.0
epinions,5835,out,0.0
epinions,5835,in,0.0
epinions,5841,out,0.0
epinions,5841,in,0.9182958340544896
epinions,5842,out,0.0
epinions,5842,in,0.2580186686648154
epinions,5846,out,0.0
epinions,5846,in,0.41381685030363385
epinions,5847,out,0.0
epinions,5847,in,0.0
epinions,5848,out,0.0
epinions,5848,in,0.9182958340544896
epinions,5849,out,0.0
epinions,5849,in,0.9182958340544896
epinions,5850,out,0.0
epinions,5850,in,1.0
epinions,5851,out,0.0
epinions,5851,in,0.0
epinions,5852,out,0.0
epinions,5852,in,0.0
epinions,5853,out,0.24988229283318536
epinions,5853,in,0.3533593350214213
epinions,5854,out,0.0
epinions,5854,in,0.0
epinions,5855,out,0.0
epinions,5855,in,0.0
epinions,5862,out,0.0
epinions,5862,in,0.0
epinions,5863,out,0.05363316840061031
epinions,5863,in,0.405977038475571
epinions,5865,out,0.0
epinions,5865,in,0.0
epinions,5869,out,0.23595941695520672
epinions,5869,in,0.2974722489192898
epinions,5870,out,0.0
epinions,5870,in,0.0
epinions,5871,out,0.9182958340544896
epinions,5871,in,0.0
epinions,5872,out,0.6500224216483541
epinions,5872,in,0.0
epinions,5874,out,0.0
epinions,5874,in,0.2863969571159563
epinions,5875,out,0.10928571467638501
epinions,5875,in,0.14032727099059333
epinions,5876,out,0.3533593350214213
epinions,5876,in,0.0
epinions,5879,out,0.0
epinions,5879,in,0.0
epinions,5881,out,0.0
epinions,5881,in,0.0
epinions,5882,out,0.9998111197509427
epinions,5882,in,0.33352200393097664
epinions,5883,out,0.0
epinions,5883,in,0.0
epinions,5884,out,0.0
epinions,5884,in,0.0
epinions,5886,out,0.0
epinions,5886,in,0.0
epinions,5888,out,0.7219280948873623
epinions,5888,in,0.0
epinions,5889,out,0.0
epinions,5889,in,0.0
epinions,5892,out,0.0
epinions,5892,in,0.0
epinions,5893,out,0.0
epinions,5893,in,0.0
epinions,5894,out,0.0
epinions,5894,in,0.0
epinions,5897,out,0.9883779727795041
epinions,5897,in,0.19290007457898423
epinions,5898,out,0.0
epinions,5898,in,0.0
epinions,5899,out,0.0
epinions,5899,in,0.0
epinions,5901,out,0.0
epinions,5901,in,0.0
epinions,5903,out,0.6936126404300947
epinions,5903,in,0.514646431683429
epinions,5905,out,0.1871762568732082
epinions,5905,in,0.05714385792985554
epinions,5906,out,0.0
epinions,5906,in,0.5916727785823275
epinions,5907,out,0.8296071030882031
epinions,5907,in,0.16866093149667033
epinions,5913,out,0.09408443883267364
epinions,5913,in,0.23750814382859298
epinions,5916,out,0.0
epinions,5916,in,0.3912435636292555
epinions,5917,out,0.0
epinions,5917,in,0.0
epinions,5918,out,0.5916727785823275
epinions,5918,in,0.3372900666170139
epinions,5921,out,0.17925606692832127
epinions,5921,in,0.14854949043034832
epinions,5927,out,0.3227569588973983
epinions,5927,in,0.30337483608641397
epinions,5928,out,0.954434002924965
epinions,5928,in,0.21639693245126462
epinions,5931,out,0.0
epinions,5931,in,0.0
epinions,5932,out,0.0
epinions,5932,in,0.0
epinions,5933,out,0.0
epinions,5933,in,0.0
epinions,5934,out,0.6024308020404453
epinions,5934,in,0.30540057087920036
epinions,5935,out,0.0
epinions,5935,in,0.0
epinions,5936,out,0.9182958340544896
epinions,5936,in,0.5032583347756459
epinions,5938,out,0.0
epinions,5938,in,0.0
epinions,5939,out,0.0
epinions,5939,in,0.0
epinions,5941,out,0.0
epinions,5941,in,0.0
epinions,5945,out,0.3500105929268849
epinions,5945,in,0.9945386816500111
epinions,5946,out,0.0
epinions,5946,in,0.8112781244591328
epinions,5947,out,0.2386845113510013
epinions,5947,in,0.9946937953613058
epinions,5950,out,0.4798320236161285
epinions,5950,in,0.3736090708557684
epinions,5952,out,0.0
epinions,5952,in,0.0
epinions,5955,out,0.0
epinions,5955,in,0.0
epinions,5958,out,0.0
epinions,5958,in,0.9182958340544896
epinions,5959,out,0.0
epinions,5959,in,0.5032583347756459
epinions,5960,out,0.0
epinions,5960,in,0.5293608652873644
epinions,5961,out,0.9927744539878083
epinions,5961,in,0.9568886656798212
epinions,5962,out,0.0
epinions,5962,in,0.9182958340544896
epinions,5973,out,0.0
epinions,5973,in,0.7219280948873623
epinions,5974,out,0.0
epinions,5974,in,0.0
epinions,5975,out,0.0
epinions,5975,in,0.0
epinions,5976,out,0.0
epinions,5976,in,0.28639695711595625
epinions,5977,out,0.8112781244591328
epinions,5977,in,0.0
epinions,5980,out,0.0
epinions,5980,in,0.0
epinions,5981,out,0.0
epinions,5981,in,0.0
epinions,5982,out,0.19364280468389852
epinions,5982,in,0.18312206830137284
epinions,5983,out,0.9785066666513986
epinions,5983,in,0.2112028289170225
epinions,5985,out,0.0
epinions,5985,in,0.0
epinions,5986,out,0.0
epinions,5986,in,0.0
epinions,5987,out,0.0
epinions,5987,in,0.0
epinions,5988,out,0.0
epinions,5988,in,0.0
epinions,5990,out,0.5032583347756459
epinions,5990,in,0.9182958340544896
epinions,5992,out,0.5381411852224502
epinions,5992,in,0.17302899720245105
epinions,5997,out,0.8256265261578954
epinions,5997,in,0.39662777277837896
epinions,6001,out,0.0
epinions,6001,in,0.0
epinions,6003,out,0.0
epinions,6003,in,0.2222848306856879
epinions,6004,out,0.0
epinions,6004,in,0.0
epinions,6005,out,0.0
epinions,6005,in,0.0
epinions,6006,out,0.0
epinions,6006,in,0.0
epinions,6007,out,0.0
epinions,6007,in,0.0
epinions,6008,out,0.3013786435930859
epinions,6008,in,0.20062232431271465
epinions,6010,out,0.0
epinions,6010,in,0.4537163391869448
epinions,6012,out,0.6500224216483541
epinions,6012,in,0.3712323266408755
epinions,6014,out,0.9182958340544896
epinions,6014,in,0.0
epinions,6015,out,0.0
epinions,6015,in,0.0
epinions,6017,out,0.0
epinions,6017,in,0.6500224216483541
epinions,6021,out,0.0
epinions,6021,in,0.0
epinions,6023,out,0.0
epinions,6023,in,0.9980008838722996
epinions,6025,out,0.9944066525627802
epinions,6025,in,0.3193373865339729
epinions,6026,out,0.0
epinions,6026,in,0.0
epinions,6027,out,0.20818094555717115
epinions,6027,in,0.10106696361212435
epinions,6031,out,0.5830194167347008
epinions,6031,in,0.8256265261578954
epinions,6033,out,0.8329458235361398
epinions,6033,in,0.7335379291086666
epinions,6034,out,0.524805134842907
epinions,6034,in,0.39361640411116233
epinions,6035,out,0.0
epinions,6035,in,0.0
epinions,6038,out,0.0
epinions,6038,in,0.0
epinions,6039,out,0.0
epinions,6039,in,0.0
epinions,6044,out,0.0
epinions,6044,in,0.7219280948873623
epinions,6045,out,0.8112781244591328
epinions,6045,in,0.9182958340544896
epinions,6055,out,0.9956440031235009
epinions,6055,in,0.22364166448448095
epinions,6056,out,0.0
epinions,6056,in,0.0
epinions,6057,out,0.6500224216483541
epinions,6057,in,0.0
epinions,6059,out,0.0
epinions,6059,in,0.0
epinions,6061,out,0.0
epinions,6061,in,0.0
epinions,6064,out,0.23519338181924138
epinions,6064,in,0.0
epinions,6065,out,0.0
epinions,6065,in,0.0
epinions,6066,out,0.9182958340544896
epinions,6066,in,0.0
epinions,6067,out,1.0
epinions,6067,in,0.0
epinions,6069,out,0.0
epinions,6069,in,0.0
