LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.6250-0.6562	0.8438-0.8750	0.7124	26	
0.6562-0.6875	0.8438-0.8750	0.7071	20	
0.6875-0.7188	0.8438-0.8750	0.8355	27	
0.7188-0.7500	0.8438-0.8750	0.8051	28	
0.7500-0.7812	0.8438-0.8750	0.8413	25	
0.7812-0.8125	0.8438-0.8750	0.9643	20	
0.8125-0.8438	0.8438-0.8750		15	below_min_n
0.8438-0.8750	0.8438-0.8750	0.6222	27	
0.8750-0.9062	0.8438-0.8750	0.7292	37	
0.9062-0.9375	0.8438-0.8750	0.6571	29	
0.9375-0.9688	0.8438-0.8750	0.7500	37	
0.9688-1.0000	0.8438-0.8750	0.7210	62	
0.0000-0.0312	0.8750-0.9062	0.8504	69	
0.0312-0.0625	0.8750-0.9062		1	below_min_n
0.0625-0.0938	0.8750-0.9062		6	below_min_n
0.0938-0.1250	0.8750-0.9062		3	below_min_n
0.1250-0.1562	0.8750-0.9062		1	below_min_n
0.1562-0.1875	0.8750-0.9062		2	below_min_n
0.1875-0.2188	0.8750-0.9062		5	below_min_n
0.2188-0.2500	0.8750-0.9062		9	below_min_n
0.2500-0.2812	0.8750-0.9062		15	below_min_n
0.2812-0.3125	0.8750-0.9062		16	below_min_n
0.3125-0.3438	0.8750-0.9062		12	below_min_n
0.3438-0.3750	0.8750-0.9062		12	below_min_n
0.3750-0.4062	0.8750-0.9062		16	below_min_n
0.4062-0.4375	0.8750-0.9062		14	below_min_n
0.4375-0.4688	0.8750-0.9062		18	below_min_n
0.4688-0.5000	0.8750-0.9062		6	below_min_n
0.5000-0.5312	0.8750-0.9062		17	below_min_n
0.5312-0.5625	0.8750-0.9062	0.5495	20	
0.5625-0.5938	0.8750-0.9062		16	below_min_n
0.5938-0.6250	0.8750-0.9062		19	below_min_n
0.6250-0.6562	0.8750-0.9062	0.5404	29	
0.6562-0.6875	0.8750-0.9062	0.9206	27	
0.6875-0.7188	0.8750-0.9062	0.6754	25	
0.7188-0.7500	0.8750-0.9062	0.8509	25	
0.7500-0.7812	0.8750-0.9062	0.5091	21	
0.7812-0.8125	0.8750-0.9062	0.6944	25	
0.8125-0.8438	0.8750-0.9062		17	below_min_n
0.8438-0.8750	0.8750-0.9062	0.5365	28	
0.8750-0.9062	0.8750-0.9062	0.7381	26	
0.9062-0.9375	0.8750-0.9062	0.6465	47	
0.9375-0.9688	0.8750-0.9062	0.6723	31	
0.9688-1.0000	0.8750-0.9062	0.6119	87	
0.0000-0.0312	0.9062-0.9375	0.8878	55	
0.0312-0.0625	0.9062-0.9375		1	below_min_n
0.0625-0.0938	0.9062-0.9375		8	below_min_n
0.0938-0.1250	0.9062-0.9375		2	below_min_n
0.1250-0.1562	0.9062-0.9375		6	below_min_n
0.1562-0.1875	0.9062-0.9375		5	below_min_n
0.1875-0.2188	0.9062-0.9375		14	below_min_n
0.2188-0.2500	0.9062-0.9375		10	below_min_n
0.2500-0.2812	0.9062-0.9375		7	below_min_n
0.2812-0.3125	0.9062-0.9375		9	below_min_n
0.3125-0.3438	0.9062-0.9375		12	below_min_n
0.3438-0.3750	0.9062-0.9375		13	below_min_n
0.3750-0.4062	0.9062-0.9375		15	below_min_n
0.4062-0.4375	0.9062-0.9375		15	below_min_n
0.4375-0.4688	0.9062-0.9375		16	below_min_n
0.4688-0.5000	0.9062-0.9375		10	below_min_n
0.5000-0.5312	0.9062-0.9375	0.8182	29	
0.5312-0.5625	0.9062-0.9375		17	below_min_n
0.5625-0.5938	0.9062-0.9375	0.9412	23	
0.5938-0.6250	0.9062-0.9375	0.7400	20	
0.6250-0.6562	0.9062-0.9375		18	below_min_n
0.6562-0.6875	0.9062-0.9375		18	below_min_n
0.6875-0.7188	0.9062-0.9375		15	below_min_n
0.7188-0.7500	0.9062-0.9375	0.7188	36	
0.7500-0.7812	0.9062-0.9375	0.8333	22	
0.7812-0.8125	0.9062-0.9375	0.7121	23	
0.8125-0.8438	0.9062-0.9375		19	below_min_n
0.8438-0.8750	0.9062-0.9375	0.7417	32	
0.8750-0.9062	0.9062-0.9375	0.6944	28	
0.9062-0.9375	0.9062-0.9375	0.7457	39	
0.9375-0.9688	0.9062-0.9375	0.7053	24	
0.9688-1.0000	0.9062-0.9375	0.5643	62	
0.0000-0.0312	0.9375-0.9688	0.8275	69	
0.0312-0.0625	0.9375-0.9688		0	empty
0.0625-0.0938	0.9375-0.9688		5	below_min_n
0.0938-0.1250	0.9375-0.9688		3	below_min_n
0.1250-0.1562	0.9375-0.9688		6	below_min_n
0.1562-0.1875	0.9375-0.9688		3	below_min_n
0.1875-0.2188	0.9375-0.9688		5	below_min_n
0.2188-0.2500	0.9375-0.9688		7	below_min_n
0.2500-0.2812	0.9375-0.9688		18	below_min_n
0.2812-0.3125	0.9375-0.9688		13	below_min_n
0.3125-0.3438	0.9375-0.9688		14	below_min_n
0.3438-0.3750	0.9375-0.9688	0.6947	29	
0.3750-0.4062	0.9375-0.9688		13	below_min_n
0.4062-0.4375	0.9375-0.9688	0.6353	22	
0.4375-0.4688	0.9375-0.9688		16	below_min_n
0.4688-0.5000	0.9375-0.9688		18	below_min_n
0.5000-0.5312	0.9375-0.9688	0.6410	31	
0.5312-0.5625	0.9375-0.9688	0.7083	22	
0.5625-0.5938	0.9375-0.9688	0.7483	24	
0.5938-0.6250	0.9375-0.9688	0.6424	34	
0.6250-0.6562	0.9375-0.9688	0.7125	32	
0.6562-0.6875	0.9375-0.9688	0.7576	32	
0.6875-0.7188	0.9375-0.9688	0.6509	26	
0.7188-0.7500	0.9375-0.9688	0.5810	36	
0.7500-0.7812	0.9375-0.9688	0.7844	36	
0.7812-0.8125	0.9375-0.9688	0.8167	27	
0.8125-0.8438	0.9375-0.9688		10	below_min_n
0.8438-0.8750	0.9375-0.9688	0.7222	41	
0.8750-0.9062	0.9375-0.9688	0.6569	46	
0.9062-0.9375	0.9375-0.9688	0.6171	54	
0.9375-0.9688	0.9375-0.9688	0.6959	51	
0.9688-1.0000	0.9375-0.9688	0.6118	92	
0.0000-0.0312	0.9688-1.0000	0.7966	99	
0.0312-0.0625	0.9688-1.0000		1	below_min_n
0.0625-0.0938	0.9688-1.0000		9	below_min_n
0.0938-0.1250	0.9688-1.0000		4	below_min_n
0.1250-0.1562	0.9688-1.0000		8	below_min_n
0.1562-0.1875	0.9688-1.0000		16	below_min_n
0.1875-0.2188	0.9688-1.0000		7	below_min_n
0.2188-0.2500	0.9688-1.0000		13	below_min_n
0.2500-0.2812	0.9688-1.0000	0.5952	20	
0.2812-0.3125	0.9688-1.0000		15	below_min_n
0.3125-0.3438	0.9688-1.0000		8	below_min_n
0.3438-0.3750	0.9688-1.0000	0.4402	31	
0.3750-0.4062	0.9688-1.0000		19	below_min_n
0.4062-0.4375	0.9688-1.0000	0.4215	22	
0.4375-0.4688	0.9688-1.0000	0.7019	29	
0.4688-0.5000	0.9688-1.0000	0.6154	23	
0.5000-0.5312	0.9688-1.0000	0.4785	41	
0.5312-0.5625	0.9688-1.0000	0.7435	52	
0.5625-0.5938	0.9688-1.0000	0.6316	29	
0.5938-0.6250	0.9688-1.0000	0.8006	37	
0.6250-0.6562	0.9688-1.0000	0.6194	60	
0.6562-0.6875	0.9688-1.0000	0.7120	45	
0.6875-0.7188	0.9688-1.0000	0.7099	50	
0.7188-0.7500	0.9688-1.0000	0.7170	65	
0.7500-0.7812	0.9688-1.0000	0.5445	44	
0.7812-0.8125	0.9688-1.0000	0.6733	55	
0.8125-0.8438	0.9688-1.0000	0.8413	33	
0.8438-0.8750	0.9688-1.0000	0.6971	50	
0.8750-0.9062	0.9688-1.0000	0.7317	84	
0.9062-0.9375	0.9688-1.0000	0.6843	100	
0.9375-0.9688	0.9688-1.0000	0.4782	74	
0.9688-1.0000	0.9688-1.0000	0.5441	155	

=== wiki-rfa | variant=inout_inout | binning=fixed | n_buckets=32 | model=walk_localattn4 ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.0000-0.0312	0.0000-0.0312	1.0000	79	
0.0312-0.0625	0.0000-0.0312		7	below_min_n
0.0625-0.0938	0.0000-0.0312		13	below_min_n
0.0938-0.1250	0.0000-0.0312		4	below_min_n
0.1250-0.1562	0.0000-0.0312		10	below_min_n
0.1562-0.1875	0.0000-0.0312		10	below_min_n
0.1875-0.2188	0.0000-0.0312	1.0000	31	
0.2188-0.2500	0.0000-0.0312		22	single_class
0.2500-0.2812	0.0000-0.0312		24	single_class
0.2812-0.3125	0.0000-0.0312		16	below_min_n
0.3125-0.3438	0.0000-0.0312	1.0000	21	
0.3438-0.3750	0.0000-0.0312	1.0000	28	
0.3750-0.4062	0.0000-0.0312	1.0000	35	
0.4062-0.4375	0.0000-0.0312	1.0000	25	
0.4375-0.4688	0.0000-0.0312	1.0000	22	
0.4688-0.5000	0.0000-0.0312	1.0000	24	
0.5000-0.5312	0.0000-0.0312	1.0000	32	
0.5312-0.5625	0.0000-0.0312	1.0000	27	
0.5625-0.5938	0.0000-0.0312	1.0000	29	
0.5938-0.6250	0.0000-0.0312	1.0000	30	
0.6250-0.6562	0.0000-0.0312	1.0000	33	
0.6562-0.6875	0.0000-0.0312	1.0000	41	
0.6875-0.7188	0.0000-0.0312	1.0000	26	
0.7188-0.7500	0.0000-0.0312	0.9980	48	
0.7500-0.7812	0.0000-0.0312		18	below_min_n
0.7812-0.8125	0.0000-0.0312	1.0000	26	
0.8125-0.8438	0.0000-0.0312		13	below_min_n
0.8438-0.8750	0.0000-0.0312	1.0000	25	
0.8750-0.9062	0.0000-0.0312	1.0000	33	
0.9062-0.9375	0.0000-0.0312	1.0000	39	
0.9375-0.9688	0.0000-0.0312	1.0000	36	
0.9688-1.0000	0.0000-0.0312	0.9979	44	
0.0000-0.0312	0.0312-0.0625		9	below_min_n
0.0312-0.0625	0.0312-0.0625		1	below_min_n
0.0625-0.0938	0.0312-0.0625		1	below_min_n
0.0938-0.1250	0.0312-0.0625		0	empty
0.1250-0.1562	0.0312-0.0625		1	below_min_n
0.1562-0.1875	0.0312-0.0625		0	empty
0.1875-0.2188	0.0312-0.0625		2	below_min_n
0.2188-0.2500	0.0312-0.0625		2	below_min_n
0.2500-0.2812	0.0312-0.0625		3	below_min_n
0.2812-0.3125	0.0312-0.0625		1	below_min_n
0.3125-0.3438	0.0312-0.0625		2	below_min_n
0.3438-0.3750	0.0312-0.0625		6	below_min_n
0.3750-0.4062	0.0312-0.0625		4	below_min_n
0.4062-0.4375	0.0312-0.0625		5	below_min_n
0.4375-0.4688	0.0312-0.0625		3	below_min_n
0.4688-0.5000	0.0312-0.0625		3	below_min_n
0.5000-0.5312	0.0312-0.0625		6	below_min_n
0.5312-0.5625	0.0312-0.0625		5	below_min_n
0.5625-0.5938	0.0312-0.0625		4	below_min_n
0.5938-0.6250	0.0312-0.0625		4	below_min_n
0.6250-0.6562	0.0312-0.0625		2	below_min_n
0.6562-0.6875	0.0312-0.0625		7	below_min_n
0.6875-0.7188	0.0312-0.0625		9	below_min_n
0.7188-0.7500	0.0312-0.0625		2	below_min_n
0.7500-0.7812	0.0312-0.0625		2	below_min_n
0.7812-0.8125	0.0312-0.0625		1	below_min_n
0.8125-0.8438	0.0312-0.0625		2	below_min_n
0.8438-0.8750	0.0312-0.0625		2	below_min_n
0.8750-0.9062	0.0312-0.0625		4	below_min_n
0.9062-0.9375	0.0312-0.0625		5	below_min_n
0.9375-0.9688	0.0312-0.0625		4	below_min_n
0.9688-1.0000	0.0312-0.0625		9	below_min_n
0.0000-0.0312	0.0625-0.0938		27	single_class
0.0312-0.0625	0.0625-0.0938		0	empty
0.0625-0.0938	0.0625-0.0938		7	below_min_n
0.0938-0.1250	0.0625-0.0938		2	below_min_n
0.1250-0.1562	0.0625-0.0938		5	below_min_n
0.1562-0.1875	0.0625-0.0938		2	below_min_n
0.1875-0.2188	0.0625-0.0938		2	below_min_n
0.2188-0.2500	0.0625-0.0938		8	below_min_n
0.2500-0.2812	0.0625-0.0938		8	below_min_n
0.2812-0.3125	0.0625-0.0938		8	below_min_n
0.3125-0.3438	0.0625-0.0938		7	below_min_n
0.3438-0.3750	0.0625-0.0938		7	below_min_n
0.3750-0.4062	0.0625-0.0938		7	below_min_n
0.4062-0.4375	0.0625-0.0938		13	below_min_n
0.4375-0.4688	0.0625-0.0938		8	below_min_n
0.4688-0.5000	0.0625-0.0938		9	below_min_n
0.5000-0.5312	0.0625-0.0938		8	below_min_n
0.5312-0.5625	0.0625-0.0938		6	below_min_n
0.5625-0.5938	0.0625-0.0938		9	below_min_n
0.5938-0.6250	0.0625-0.0938		12	below_min_n
0.6250-0.6562	0.0625-0.0938		10	below_min_n
0.6562-0.6875	0.0625-0.0938		17	below_min_n
0.6875-0.7188	0.0625-0.0938		11	below_min_n
0.7188-0.7500	0.0625-0.0938		15	below_min_n
0.7500-0.7812	0.0625-0.0938		9	below_min_n
0.7812-0.8125	0.0625-0.0938		9	below_min_n
0.8125-0.8438	0.0625-0.0938		9	below_min_n
0.8438-0.8750	0.0625-0.0938		15	below_min_n
0.8750-0.9062	0.0625-0.0938		12	below_min_n
0.9062-0.9375	0.0625-0.0938		12	below_min_n
0.9375-0.9688	0.0625-0.0938		16	below_min_n
0.9688-1.0000	0.0625-0.0938		14	below_min_n
0.0000-0.0312	0.0938-0.1250	1.0000	33	
0.0312-0.0625	0.0938-0.1250		2	below_min_n
0.0625-0.0938	0.0938-0.1250		4	below_min_n
0.0938-0.1250	0.0938-0.1250		2	below_min_n
0.1250-0.1562	0.0938-0.1250		1	below_min_n
0.1562-0.1875	0.0938-0.1250		1	below_min_n
0.1875-0.2188	0.0938-0.1250		5	below_min_n
0.2188-0.2500	0.0938-0.1250		3	below_min_n
0.2500-0.2812	0.0938-0.1250		11	below_min_n
0.2812-0.3125	0.0938-0.1250		3	below_min_n
0.3125-0.3438	0.0938-0.1250		9	below_min_n
0.3438-0.3750	0.0938-0.1250		16	below_min_n
0.3750-0.4062	0.0938-0.1250		10	below_min_n
0.4062-0.4375	0.0938-0.1250		7	below_min_n
0.4375-0.4688	0.0938-0.1250		7	below_min_n
0.4688-0.5000	0.0938-0.1250		3	below_min_n
0.5000-0.5312	0.0938-0.1250		15	below_min_n
0.5312-0.5625	0.0938-0.1250		9	below_min_n
0.5625-0.5938	0.0938-0.1250		7	below_min_n
0.5938-0.6250	0.0938-0.1250		6	below_min_n
0.6250-0.6562	0.0938-0.1250		15	below_min_n
0.6562-0.6875	0.0938-0.1250		10	below_min_n
0.6875-0.7188	0.0938-0.1250		9	below_min_n
0.7188-0.7500	0.0938-0.1250		18	below_min_n
0.7500-0.7812	0.0938-0.1250		9	below_min_n
0.7812-0.8125	0.0938-0.1250		11	below_min_n
0.8125-0.8438	0.0938-0.1250		4	below_min_n
0.8438-0.8750	0.0938-0.1250		13	below_min_n
0.8750-0.9062	0.0938-0.1250		10	below_min_n
0.9062-0.9375	0.0938-0.1250		14	below_min_n
0.9375-0.9688	0.0938-0.1250		16	below_min_n
0.9688-1.0000	0.0938-0.1250	0.5714	22	
0.0000-0.0312	0.1250-0.1562		27	single_class
0.0312-0.0625	0.1250-0.1562		1	below_min_n
0.0625-0.0938	0.1250-0.1562		8	below_min_n
0.0938-0.1250	0.1250-0.1562		1	below_min_n
0.1250-0.1562	0.1250-0.1562		1	below_min_n
0.1562-0.1875	0.1250-0.1562		3	below_min_n
0.1875-0.2188	0.1250-0.1562		6	below_min_n
0.2188-0.2500	0.1250-0.1562		7	below_min_n
0.2500-0.2812	0.1250-0.1562		9	below_min_n
0.2812-0.3125	0.1250-0.1562		3	below_min_n
0.3125-0.3438	0.1250-0.1562		4	below_min_n
0.3438-0.3750	0.1250-0.1562		7	below_min_n
0.3750-0.4062	0.1250-0.1562		9	below_min_n
0.4062-0.4375	0.1250-0.1562		5	below_min_n
0.4375-0.4688	0.1250-0.1562		5	below_min_n
0.4688-0.5000	0.1250-0.1562		8	below_min_n
0.5000-0.5312	0.1250-0.1562		6	below_min_n
0.5312-0.5625	0.1250-0.1562		6	below_min_n
0.5625-0.5938	0.1250-0.1562		11	below_min_n
0.5938-0.6250	0.1250-0.1562		5	below_min_n
0.6250-0.6562	0.1250-0.1562		6	below_min_n
0.6562-0.6875	0.1250-0.1562		12	below_min_n
0.6875-0.7188	0.1250-0.1562		9	below_min_n
0.7188-0.7500	0.1250-0.1562		10	below_min_n
0.7500-0.7812	0.1250-0.1562		7	below_min_n
0.7812-0.8125	0.1250-0.1562		7	below_min_n
0.8125-0.8438	0.1250-0.1562		6	below_min_n
0.8438-0.8750	0.1250-0.1562		8	below_min_n
0.8750-0.9062	0.1250-0.1562		11	below_min_n
0.9062-0.9375	0.1250-0.1562		5	below_min_n
0.9375-0.9688	0.1250-0.1562		3	below_min_n
0.9688-1.0000	0.1250-0.1562		15	below_min_n
0.0000-0.0312	0.1562-0.1875	0.9394	47	
0.0312-0.0625	0.1562-0.1875		0	empty
0.0625-0.0938	0.1562-0.1875		14	below_min_n
0.0938-0.1250	0.1562-0.1875		5	below_min_n
0.1250-0.1562	0.1562-0.1875		5	below_min_n
0.1562-0.1875	0.1562-0.1875		6	below_min_n
0.1875-0.2188	0.1562-0.1875		3	below_min_n
0.2188-0.2500	0.1562-0.1875		10	below_min_n
0.2500-0.2812	0.1562-0.1875		16	below_min_n
0.2812-0.3125	0.1562-0.1875		8	below_min_n
0.3125-0.3438	0.1562-0.1875		14	below_min_n
0.3438-0.3750	0.1562-0.1875		20	single_class
0.3750-0.4062	0.1562-0.1875		10	below_min_n
0.4062-0.4375	0.1562-0.1875		11	below_min_n
0.4375-0.4688	0.1562-0.1875		13	below_min_n
0.4688-0.5000	0.1562-0.1875		10	below_min_n
0.5000-0.5312	0.1562-0.1875		14	below_min_n
0.5312-0.5625	0.1562-0.1875		9	below_min_n
0.5625-0.5938	0.1562-0.1875		12	below_min_n
0.5938-0.6250	0.1562-0.1875		11	below_min_n
0.6250-0.6562	0.1562-0.1875		21	single_class
0.6562-0.6875	0.1562-0.1875		20	single_class
0.6875-0.7188	0.1562-0.1875		20	single_class
0.7188-0.7500	0.1562-0.1875		20	single_class
0.7500-0.7812	0.1562-0.1875		11	below_min_n
0.7812-0.8125	0.1562-0.1875		13	below_min_n
0.8125-0.8438	0.1562-0.1875		6	below_min_n
0.8438-0.8750	0.1562-0.1875		23	single_class
0.8750-0.9062	0.1562-0.1875		12	below_min_n
0.9062-0.9375	0.1562-0.1875		11	below_min_n
0.9375-0.9688	0.1562-0.1875		12	below_min_n
0.9688-1.0000	0.1562-0.1875		26	single_class
0.0000-0.0312	0.1875-0.2188	0.8780	42	
0.0312-0.0625	0.1875-0.2188		2	below_min_n
0.0625-0.0938	0.1875-0.2188		2	below_min_n
0.0938-0.1250	0.1875-0.2188		3	below_min_n
0.1250-0.1562	0.1875-0.2188		2	below_min_n
0.1562-0.1875	0.1875-0.2188		6	below_min_n
0.1875-0.2188	0.1875-0.2188		7	below_min_n
0.2188-0.2500	0.1875-0.2188		7	below_min_n
0.2500-0.2812	0.1875-0.2188		4	below_min_n
0.2812-0.3125	0.1875-0.2188		6	below_min_n
0.3125-0.3438	0.1875-0.2188		9	below_min_n
0.3438-0.3750	0.1875-0.2188		6	below_min_n
0.3750-0.4062	0.1875-0.2188		7	below_min_n
0.4062-0.4375	0.1875-0.2188		12	below_min_n
0.4375-0.4688	0.1875-0.2188		8	below_min_n
0.4688-0.5000	0.1875-0.2188		6	below_min_n
0.5000-0.5312	0.1875-0.2188		12	below_min_n
0.5312-0.5625	0.1875-0.2188		11	below_min_n
0.5625-0.5938	0.1875-0.2188		12	below_min_n
0.5938-0.6250	0.1875-0.2188		15	below_min_n
0.6250-0.6562	0.1875-0.2188		14	below_min_n
0.6562-0.6875	0.1875-0.2188		10	below_min_n
0.6875-0.7188	0.1875-0.2188		11	below_min_n
0.7188-0.7500	0.1875-0.2188		17	below_min_n
0.7500-0.7812	0.1875-0.2188		16	below_min_n
0.7812-0.8125	0.1875-0.2188		9	below_min_n
0.8125-0.8438	0.1875-0.2188		4	below_min_n
0.8438-0.8750	0.1875-0.2188		10	below_min_n
0.8750-0.9062	0.1875-0.2188		8	below_min_n
0.9062-0.9375	0.1875-0.2188		13	below_min_n
0.9375-0.9688	0.1875-0.2188		8	below_min_n
0.9688-1.0000	0.1875-0.2188	0.1500	21	
0.0000-0.0312	0.2188-0.2500	0.9194	33	
0.0312-0.0625	0.2188-0.2500		2	below_min_n
0.0625-0.0938	0.2188-0.2500		6	below_min_n
0.0938-0.1250	0.2188-0.2500		3	below_min_n
0.1250-0.1562	0.2188-0.2500		3	below_min_n
0.1562-0.1875	0.2188-0.2500		5	below_min_n
0.1875-0.2188	0.2188-0.2500		3	below_min_n
0.2188-0.2500	0.2188-0.2500		7	below_min_n
0.2500-0.2812	0.2188-0.2500		8	below_min_n
0.2812-0.3125	0.2188-0.2500		10	below_min_n
0.3125-0.3438	0.2188-0.2500		9	below_min_n
0.3438-0.3750	0.2188-0.2500		16	below_min_n
0.3750-0.4062	0.2188-0.2500		13	below_min_n
0.4062-0.4375	0.2188-0.2500		10	below_min_n
0.4375-0.4688	0.2188-0.2500		8	below_min_n
0.4688-0.5000	0.2188-0.2500		14	below_min_n
0.5000-0.5312	0.2188-0.2500		16	below_min_n
0.5312-0.5625	0.2188-0.2500		15	below_min_n
0.5625-0.5938	0.2188-0.2500		12	below_min_n
0.5938-0.6250	0.2188-0.2500		10	below_min_n
0.6250-0.6562	0.2188-0.2500		16	below_min_n
0.6562-0.6875	0.2188-0.2500		12	below_min_n
0.6875-0.7188	0.2188-0.2500		15	below_min_n
0.7188-0.7500	0.2188-0.2500		24	single_class
0.7500-0.7812	0.2188-0.2500		5	below_min_n
0.7812-0.8125	0.2188-0.2500		10	below_min_n
0.8125-0.8438	0.2188-0.2500		7	below_min_n
0.8438-0.8750	0.2188-0.2500		18	below_min_n
0.8750-0.9062	0.2188-0.2500		13	below_min_n
0.9062-0.9375	0.2188-0.2500		10	below_min_n
0.9375-0.9688	0.2188-0.2500		12	below_min_n
0.9688-1.0000	0.2188-0.2500	0.5536	30	
0.0000-0.0312	0.2500-0.2812		32	single_class
0.0312-0.0625	0.2500-0.2812		1	below_min_n
0.0625-0.0938	0.2500-0.2812		9	below_min_n
0.0938-0.1250	0.2500-0.2812		4	below_min_n
0.1250-0.1562	0.2500-0.2812		3	below_min_n
0.1562-0.1875	0.2500-0.2812		7	below_min_n
0.1875-0.2188	0.2500-0.2812		6	below_min_n
0.2188-0.2500	0.2500-0.2812		5	below_min_n
0.2500-0.2812	0.2500-0.2812		13	below_min_n
0.2812-0.3125	0.2500-0.2812		9	below_min_n
0.3125-0.3438	0.2500-0.2812		4	below_min_n
0.3438-0.3750	0.2500-0.2812		10	below_min_n
0.3750-0.4062	0.2500-0.2812		9	below_min_n
0.4062-0.4375	0.2500-0.2812		9	below_min_n
0.4375-0.4688	0.2500-0.2812		6	below_min_n
0.4688-0.5000	0.2500-0.2812		12	below_min_n
0.5000-0.5312	0.2500-0.2812		14	below_min_n
0.5312-0.5625	0.2500-0.2812		10	below_min_n
0.5625-0.5938	0.2500-0.2812		10	below_min_n
0.5938-0.6250	0.2500-0.2812		13	below_min_n
0.6250-0.6562	0.2500-0.2812		15	below_min_n
0.6562-0.6875	0.2500-0.2812		13	below_min_n
0.6875-0.7188	0.2500-0.2812		12	below_min_n
0.7188-0.7500	0.2500-0.2812		17	below_min_n
0.7500-0.7812	0.2500-0.2812		6	below_min_n
0.7812-0.8125	0.2500-0.2812		8	below_min_n
0.8125-0.8438	0.2500-0.2812		8	below_min_n
0.8438-0.8750	0.2500-0.2812		12	below_min_n
0.8750-0.9062	0.2500-0.2812		11	below_min_n
0.9062-0.9375	0.2500-0.2812		16	below_min_n
0.9375-0.9688	0.2500-0.2812		7	below_min_n
0.9688-1.0000	0.2500-0.2812	0.6190	24	
0.0000-0.0312	0.2812-0.3125	0.9630	28	
0.0312-0.0625	0.2812-0.3125		0	empty
0.0625-0.0938	0.2812-0.3125		3	below_min_n
0.0938-0.1250	0.2812-0.3125		5	below_min_n
0.1250-0.1562	0.2812-0.3125		4	below_min_n
0.1562-0.1875	0.2812-0.3125		6	below_min_n
0.1875-0.2188	0.2812-0.3125		5	below_min_n
0.2188-0.2500	0.2812-0.3125		4	below_min_n
0.2500-0.2812	0.2812-0.3125		15	below_min_n
0.2812-0.3125	0.2812-0.3125		8	below_min_n
0.3125-0.3438	0.2812-0.3125		4	below_min_n
0.3438-0.3750	0.2812-0.3125		11	below_min_n
0.3750-0.4062	0.2812-0.3125		9	below_min_n
0.4062-0.4375	0.2812-0.3125		17	below_min_n
0.4375-0.4688	0.2812-0.3125		14	below_min_n
0.4688-0.5000	0.2812-0.3125		14	below_min_n
0.5000-0.5312	0.2812-0.3125		9	below_min_n
0.5312-0.5625	0.2812-0.3125		13	below_min_n
0.5625-0.5938	0.2812-0.3125		15	below_min_n
0.5938-0.6250	0.2812-0.3125		15	below_min_n
0.6250-0.6562	0.2812-0.3125		12	below_min_n
0.6562-0.6875	0.2812-0.3125		11	below_min_n
0.6875-0.7188	0.2812-0.3125		10	below_min_n
0.7188-0.7500	0.2812-0.3125		17	below_min_n
0.7500-0.7812	0.2812-0.3125		12	below_min_n
0.7812-0.8125	0.2812-0.3125		14	below_min_n
0.8125-0.8438	0.2812-0.3125		5	below_min_n
0.8438-0.8750	0.2812-0.3125		11	below_min_n
0.8750-0.9062	0.2812-0.3125		10	below_min_n
0.9062-0.9375	0.2812-0.3125		14	below_min_n
0.9375-0.9688	0.2812-0.3125		8	below_min_n
0.9688-1.0000	0.2812-0.3125	0.6190	31	
0.0000-0.0312	0.3125-0.3438	1.0000	35	
0.0312-0.0625	0.3125-0.3438		1	below_min_n
0.0625-0.0938	0.3125-0.3438		8	below_min_n
0.0938-0.1250	0.3125-0.3438		3	below_min_n
0.1250-0.1562	0.3125-0.3438		4	below_min_n
0.1562-0.1875	0.3125-0.3438		4	below_min_n
0.1875-0.2188	0.3125-0.3438		4	below_min_n
0.2188-0.2500	0.3125-0.3438		8	below_min_n
0.2500-0.2812	0.3125-0.3438		15	below_min_n
0.2812-0.3125	0.3125-0.3438		12	below_min_n
0.3125-0.3438	0.3125-0.3438		10	below_min_n
0.3438-0.3750	0.3125-0.3438		15	below_min_n
0.3750-0.4062	0.3125-0.3438		10	below_min_n
0.4062-0.4375	0.3125-0.3438		13	below_min_n
0.4375-0.4688	0.3125-0.3438		10	below_min_n
0.4688-0.5000	0.3125-0.3438		9	below_min_n
0.5000-0.5312	0.3125-0.3438		9	below_min_n
0.5312-0.5625	0.3125-0.3438		18	below_min_n
0.5625-0.5938	0.3125-0.3438		7	below_min_n
0.5938-0.6250	0.3125-0.3438		15	below_min_n
0.6250-0.6562	0.3125-0.3438		16	below_min_n
0.6562-0.6875	0.3125-0.3438		15	below_min_n
0.6875-0.7188	0.3125-0.3438		14	below_min_n
0.7188-0.7500	0.3125-0.3438	1.0000	21	
0.7500-0.7812	0.3125-0.3438		13	below_min_n
0.7812-0.8125	0.3125-0.3438		9	below_min_n
0.8125-0.8438	0.3125-0.3438		8	below_min_n
0.8438-0.8750	0.3125-0.3438		16	below_min_n
0.8750-0.9062	0.3125-0.3438	0.9524	22	
0.9062-0.9375	0.3125-0.3438	0.7955	24	
0.9375-0.9688	0.3125-0.3438		8	below_min_n
0.9688-1.0000	0.3125-0.3438	0.7000	21	
0.0000-0.0312	0.3438-0.3750		42	single_class
